tweet_id,text,response_tweet_id,in_response_to_tweet_id
2879, I turned off the wifi and I can't search while offline,64390,2878
64393, Your downloaded tunes are safe. You'll just have to resync them after you reinstall the app. Keep us posted /PL,64394,64395
64394, So 20 minutes after reinstallation data is synced but all my artists now say '0 songs'.,64396,64393
64396, That's weird! Can you send your account's username or email address? We'll take a look backstage /PL https://t.co/ldFdZRiNAt,,64394
64395, What about my downloaded albums?,64393,64397
64397," Hey Mark, help's here! Can you try reinstalling the app on both devices? Just follow the steps here: https://t.co/vNY2SFD0tR. Let us know how it goes /PL",64395,64398
64398, I'm having issues syncing my devices. It's often taking hours before changes are synced across from my desktop app to iOS.,64397,
64399," Hi there, I'm sorry to hear about this issue in one of our stores. Please could you specify which store this is and I will get in contact with them. Also could you DM your full name and address and I'll log this from my end? Thanks, Calum",64400,64401
64400, I’ve dmed you,64402,64399
64402," Hi there, I've replied to your DM now. We'll be able to sort this out for you. Thanks - Bryan",64403,64400
64403, Okay.,64404,64402
64404," Hi there, we have discussed this with the Store Management Team and they have advised that they made this decision as it has been an ongoing problem and this happens with large crowds of students in the morning - Allyn.",64405,64403
64405, I understand this but it shouldn’t be directed towards the people who don’t steal things. It’s unfair to us.,64406,64404
64406," Hi there, Due to the amount of students that enter the store at one time, we're unable to police the situation. As a result of this our store manager has decided to make this decision - Allyn",64407,64405
64407, Stupid decision,,64406
64401," your management is pathetic, you refuse to let kids in without a parent just because a school kid was caught robbing? If a 40 year old got caught robbing you wouldn’t stop every 40 year old from going in would you? Sort it.",64399,
64408," I'm sorry for the frustration and upset this caused Mark, so I can report the incident please can you DM your title, full name and address along with date and time of the incident and the name or a description of the security guard? TY https://t.co/py5Z991Bme",64409,64410
64409," Nah it's ok, I don't want to get the guy into trouble. He was just doing his job in the end.",64411,64408
64411, Thank you for making us aware Mark :) if you get any more issues please get back in touch - Mike,,64409
64410,"Burly security guard incorrectly implied I was stealing from  St. Katharine's Dock this a.m. I showed him my receipt &amp; said he should pay more attention. ""Not my job,"" he mumbled. I'd argue that is the DEFINITION of his job, no?",64408,
64412," Hi Rebecca, I would have expected your son's shoe to last longer than this. Have you been in contact with one of our stores to let them know about this? Thanks - Ian",64413,64414
64413," No, I dont have the receipt. Bit would have used my Clubcard, can I DM you to look into for me please?",64415,64412
64415," Hi Rebecca, can you DM the EAN number from inside the shoes, your name, full address &amp; where they were purchased. I'll look into this further for you - Laura",64416,64413
64416, Thank you. My son is currently in them at school (had no alternative shoes to send him in!) So will do after school. Thank you,"6,441,764,418",64415
64417," Sorry Rebecca, can you also include your email address in the email? - Laura :) https://t.co/py5Z991Bme",,64416
64418," No worries, Rebecca! Alternatively please DM a link to the shoes from our website &amp; the rest of the requested info. I can get this sorted for you sooner - Laura :)",,64416
64414,"  My son's school shoes, new in September! https://t.co/yVtC085j79","644,126,441,964,420",64421
64421,Hi can anyone tell me if this is wear and tear just  says it but in 3 weeks boots should never go like that in 3 week so everyone stay away from Tesco F&amp;F stuff for kids https://t.co/zn9B0DVCy9,64414,
64422," Apologies, what store was this purchased from? Can you confirm the barcode number please? Steven",64423,64424
64423, It was from plymouth marsh mills . I threw the packaging away sorry,,64422
64424,Hi  I’ve bought 2 poinsettia 5 days ago . They look dead already ! I’ve nothing but loved and cared for these plants 😏. https://t.co/v2inQNYI2L,"6,442,264,425",
64426, I'll certainly log the feedback for our buyers to review. Hope this helps. Guzala,64427,64428
64427, Thanks Guzala! 💖,64429,64426
64429, You're welcome. Guzala,,64427
64428," This is getting a bit silly guys, I knew that already. I was pleading for you to consider keeping it as an all-year-round product instead of limited edition",64426,64430
64430, At the moment it is available and hasn't been discontinued. Guzala,64428,64431
64431," No, it’s there the box just said limited edition so I wondered if it would disappear at some point",64430,64432
64432, Hi Kim. Please don't freak out. I can certainly check stores in your area for this product. Can you confirm your postcode please? Thanks. Guzala,64431,64433
64433, No it says limited edition so I’m freaking out- I don’t think I’ll be able to last long if they disappear!,64432,64434
64434," Oh I know what you mean Kim, there's always time for a box of salted toffee shortbread. Is this no longer available in your local store? If so, please let us know what store you shop in, so we can look into this. Marc",64433,64435
64435, can we keep the gf salted toffee shortbread all year round? It’s our new fave biscuit and I can’t do without it!,64434,
64436, The best thing would be to speak with either your line manager or the store manager. They'll be best equipped to assist. Faiza.,,64437
64437, I'll have to have a word about it because that's the one thing in my opinion that puts us at a disadvantage to Tesco or Asda for example,64436,64438
64438, We appreciate your feedback Joel! Have you brought this up with your manager at all? Marc,64437,64439
64439," I work in your Hedon store and i can't help but notice that our selection of drinks in the meal deal is lacklustre compared to our competitors, if we widened our selection we may end up selling more of the meal deals",64438,
64440," Apologies, what time did you visit the store? Steven",64441,64442
64441, Around 7:20,"6,444,364,444",64440
64443, ...take a little time to reflect in store. Unfortunately all the available stock was already out on the shelves this morning. I can only apologise for any disappointment this caused. Reid 2/2,,64441
64444," Thank you. I've spoken with the store's duty manager, who explained that the store has been running out of milk very quickly over the past few weeks. They're already looking into increasing the amount of stock they order, but this may...1/2",,64441
64442, What’s the point in opening your Basingstoke Central store if you’re not ready to trade ? Next to no milk on display yet 4/5 staff members standing around having a nice chat. Would never happen when I worked for you ! #Disgraceful #HowTheMightyHaveFallen,64440,
64445," Hi Beth. I'm so sorry about that. It's certainly not the service we would expect in our stores. Can you confirm which store, and what time you visited? Did you speak to anyone in store about this? Guzala",,64446
64446, All at 36 weeks pregnant - just wanted a god damn scone,"6,444,564,447",64448
64448,"Just had the worst customer service experience in  cafe. Queued for 10 mins with only 1 person in front of me because the man on the till had no idea, to be overcharged and the cream in the scone I was overcharged for to be frozen.. 10 more minutes to get a refund...",64446,
64449," Hmm, that's strange! If you DM us (using the link) your previous order number, full name, email address &amp; postal address, I'll check where your delivery comes from. Faiza https://t.co/MdMtnTlX6H",,64450
64450, Don't know. Always order online and the printout that comes with orders is never from anywhere local to me. Just odd that the products vanish rather than saying out of stock or having a note to say not delivered to certain areas.,64449,64451
64451," Sorry about that, what's your local store? I'll check their stock for you. Steven",64450,64452
64452,When not logged in to  I see 4 products. When I log in the cheeseboard vanishes. Doesn't even say out of stock at my local delivery warehouse or whatever. Just isn't there. And the Jamie Oliver pink salt and pepper are gone again. :/ https://t.co/TBQhDBbjOa,64451,
64453, Really sorry about that Hélène. Take care! Lauren,,64454
64454, Not much point now. I expected a reply in real time. 3 hours later is of no use.,64453,64455
64455, Hi there. Can you confirm the store from here please: https://t.co/olF4gUKvA6? Naomi,64454,64456
64456, hi. Can you tell me what variations of echinacea tea you stock at the Wakefield store please? Thank you.,64455,
64457, We don't anticipate any cancellations at this time. You can sign up for notifications here: https://t.co/h88H9iXqqT,64458,64459
64458, Great! Thank you. I’m all squared away with notifications.,,64457
64459,Hey  when will we know if our flights are confirmed after this scheduling glitch?,64457,
64460, We'll pass along your kudos to Thomas!,,64461
64461, Someone tell Thomas at the AAvantage desk a special thank you from my family.  He made it right without hesitation the 1st time I called late last night. Thomas save a customer today and the rest was an added bonus.,64460,64462
64462," We love taking great care of you, Kyle! Hope to see you again soon.",64461,64463
64463," you guys met me at the gate and treated me like VIP, upgraded our seats and gave us vouchers. Well done AA. Great response and thank you. Way above what I thought and very happy.",64462,
64464, All info about updates and news about SHAREfactory can be found here: https://t.co/y4VbLTVonT,64465,64466
64465, It didn't work... It keeps saying that it can't find the site or the site can't be reached.,64467,64464
64467, Please check your DMs for further assistance.,,64465
64466, When is the next SHAREfactory update coming? I want to see what you all are gonna do to help us edit our videos and etc.,64464,
64468, Sorry to read that. Please check your DMs for assistance.,,64469
64469," I have problem with a digital game I bought, it keeps crashing and I deleted it and redone loaded it but it happened again. The game is destiny 2 on ps4",64468,
64470," Here's the contact info you need for Netherlands.

Phone: 020 709 5025 
Email: __email__",,64471
64471, Yes this is The Netherlands,64470,64472
64472, Glad to assist. Can you please let us know which country you selected when you first created your PSN account?,64471,64473
64473," Hi, can you please help me with retrieving my account. If i try using your support page it says it can't find my ID and my password does not seem to work.",64472,
64474," I apologize for the troubles with your internet service. Can you please send us a DM with the full name name on the account, your full name and either the full account number or the phone number associated with the acct. I'd like to review your acct so I can assist. -DR",,64475
64475,Guess what's out again............. at least I wasn't streaming this time😂 #Comcast,64474,
64476," I apologize for the troubles with your cable service. Can you please send us a DM with the full name name on the account, your full name and either the full account number or the phone number associated with the acct. I'd like to review your acct so I can assist. -DR",,64477
64477,Damn u #xfinity don't start fucking up during  #MrRobot no no no... !!,64476,
64478," Kaila, I'd love to help. Could you please send me a DM with your service address? - DS",,64479
64479,"
#mobile_Care I’ve got an issue where either my WiFi works or home phone works, and neither will work at the same time. we’ve got two modems in the house and I’ve been on the phone twice now with support, but now we are back to no home phone.",64478,
64480," I apologize for the troubles with your service. Can you please send us a DM with the full name name on the account, your full name and either the full account number or the phone number associated with the acct. I'd like to review your acct so I can assist. -DR",,64481
64481,"
#mobile_CareXI been having problems with my service since I signed up in August. This is ridiculous. I never had these issues with Direct TV",64480,
64482," Hello, We are able to look into your account concerns. Please send us a DM with your name, address and phone number for assistance.  -AC",,64483
64483," well guess what? You’ve turned my service off, charged me a late fee and you no longer have customer service during the evening.  I’m beyond disgusted. Oh, yes and you’ve raised my rates up $20!!!!! For what? The absolute worst service ever???",64482,
64484," I apologize for the troubles with your internet speed. Can you please send us a DM with the full name name on the account, your full name and either the full account number or the phone number associated with the acct. I'd like to review your acct so I can assist. -DR",,64485
64485, my internet has been slow for days. i want my account credited.,64484,
64486," On Demand content is provided by the network. Availability, pricing, and broadcast are subject to their discretion.​ -DR",,64487
64487," What happened to *Outlander* on-demand? I only see season 3...I was almost done season 1 (I know some episodes expired last week, but not the ones I was watching)...I pay a lot of $$$...I NEED to watch it! Not cool...",64486,
64488," Hello, We are able to look into serviceability for you. Please send us a DM with your full address for assistance.  -AC",,64489
64489," Can you please come to Coral Springs, FL. I need me some Comcast...",64488,64490
64490,"We do not and will not block, throttle, or discriminate against lawful content. We will continue to make sure that our policies are clear and transparent for consumers, and we will not change our commitment to these principles. https://t.co/19PFCPJ3TY","64489,64491,64492,64493,64494,64495,64496,64497,64498,64499,64500,64501,64502,64503,64504,64505,64506,64507,64508,64509,64510,64511,64512,64513,64514,64515,64516,64517,64518,64519,64520,64521,64522,64523,64524,64525,64526,64527,64528,64529,64530,64531,64532,64533,64534,64535,64536,64537,64538,64539,64540,64541,64542,64543,64544,64545,64546,64547,64548,64549,64550,64551,64552,64553,64554,64555,64556,64557,64558,64559,64560,64561,64562,64563,64564,64565,64566,64567,64568,64569,64570,64571",
64572," Hi, Due to a judicial ruling, we are disabling this feature while we pursue an appeal. We apologize for the inconvenience. -EP",64573,64574
64573, so shitty to do that without giving any sort of notice,,64572
64574,the fact that  X1 no longer has the remote DVR scheduling option really really sucks. it was one of the reasons i got comcast to begin with and they just took it away? so stupid ,64572,
64575," Hello Jean. That functionality has been removed from our apps. If you’re away from your DVR box and cannot schedule a recording and miss a show, check to see if it’s available on XFINITY On Demand! We apologize for the inconvenience. - Kerry",,64576
64576,"
#mobile_Care tv remote app doesn’t have the recording capability. It was there a couple of weeks ago. Why is it missing?",64575,
64577," Hello, We are able to look into your gateway trouble. Please send us a DM with your name and phone number for assistance.  -AC",,64578
64578, I’m Wonder why my brand new dual band gateway works worse than my 5 year old gateway that I just returned. I go 10 feet from it and I’m on 1 bar or LTE. Is it broken?,64577,
64579," Good evening! I'd be happy to assist you in resolving your internet issue - I understand the inconvenience it's causing you.  Please DM me the name, service address, and phone number linked to the account so I can better assist you. -AB",64580,64581
64580, Never mind got it resolved over the phone.,64582,64579
64582, I'm glad that you were able to get assistance. Please let me know if you need help with anything else. - NS,,64580
64581,"
#mobile_CareXI
Rebooted system still no internet connection",64579,
64583," Hello, We are able to look into your internet speed trouble. Please send us a DM with your name and phone number for assistance.  -AC",,64584
64584, Less then a minute reply signal! Thank you!!!,64583,64585
64585,"
#mobile_CareXI - current speeds are lower then 10Megabits /s we pay for 150+ what’s going on Comcast!!",64584,
64586, Hello! Just want to follow up with you and check if you still need assistance with scheduling an appointment. Let me know. -AB,,64587
64587,"
I just scheduled two calls and didn’t get a call back on either. Can I call direct without scheduling? Schefuling via the app isn’t working.","6,458,664,588",
64589," Hi, I'm sorry for the troubles with your service. I can look into your connection for you. Can you DM the name and address on the account to us?-Sean",,64590
64590,"I have spent an hour a week on the phone with   for a month and nothing works still. I hate hate hate them. No streaming for me, I guess. #burningmoney",64589,
64591," I apologize for the troubles with your internet service. Can you please send us a DM with the full name name on the account, your full name and either the full account number or the phone number associated with the acct. I'd like to review your acct so I can assist. -DR",,64592
64592,. Upload still fluctuating between 1.5 and 7ish Mbps. What's the dealio?,64591,
64593," I understand if my services were not working properly, I would be upset as well. Please send me a direct message (DM) with your full name and the full-service address including the city, state, and zip code. I will be able to help you with your 1 Terabyte data concerns. - Chad",,64594
64594," what is this 1TB data cap bullshit?? how am I supposed to house four fully grown internet-oriented adults without paying an arm and a leg? 1 Terabyte is NOTHING in a world with online gaming, streaming, and porn.",64593,
64595," Hello, We are able to look into your Xfinity Wifi cocnern. Please send us a DM with your name and phone number for assistance.  -AC",,64596
64596,"xfinitywifi is just Comcast’s massive troll on all of us, right?",64595,
64597, Good evening! Just want to follow up with you and check if you still need assistance.  Let me know. -AB,,64598
64598, soooo Internet has a data plan now 🤔,"6,459,764,599",
64600," I understand how frustrating this can be for you. Please send me a direct message (DM) with your full name, the account number, and the full-service address including the city, state, and zip code. I will be able to help you with your billing concerns. - Chad",,64601
64601, I shut my account down after #Irma. It's November 29 and I'm still being billed after two phone calls over an hour long. My account is still being billed new charges. How is that possible? I havent lived in the house since the storm. Help please!,64600,
64602," Hello, We are able to look into your account concerns. Please send us a DM with your name and phone number for assistance.  -AC",,64603
64603,Been on hold for Comcast Customer Service for an hour!  Comcast Sucks #Comcast #comcastsucks #comcast,64602,
64604," Hello, We are able to look into your account concern. Please send us a DM with your name and phone number for assistance.  -AC",,64605
64605,"After being put on hold for 3hrs, hung up on 2xs and only been a customer for 1 month.. smh  sucks #comcast",64604,
64606," We will run the majority of services, however this will be a reduced service. More details can be found here https://t.co/FdIeOO9P0q. ^BT",,64607
64607," When will details be known about what services will be affected? Booked to travel from Carlisle to Birmingham on 15th Dec. 

https://t.co/4ziDDvtspj",64606,
64608,  We would only issue a refund if customers decide to abandon their journey on the effected dates. ^BT,64609,64610
64609,  I have booked a return journey to London 22nd there and 24th return can you clarify if these dates are effected thanks,64611,64608
64611,"  The 22nd December has been confirmed as a date effected by the strike. However we will run a majority of services on this date, but it will be a reduced service. ^BT","6,461,264,613",64609
64612,  I'm a little confused can I claim a refund for the full amount of the return journey please,64614,64611
64614,  Only if you abandon travel Linze. ^BT,64615,64612
64615,  I'm sorry could you explain what you mean by that... do you mean cancel the whole train journey?,64616,64614
64616,  If this is a open return journey you will only receive a refund if the whole journey is abandoned. If these are Advance single tickets you can get a refund on the return advance single ticket if you do not travel. ^BT,64617,64615
64617,  Could you tell me where and how I apply for the refunds please,64618,64616
64618,"  If you aren't travelling you can apply for a refund from point of purchase. For example if this was brought online, please log into your account and apply for a refund here. ^BT",,64617
64613,  Tell you what just give us a refund for both journeys and I’ll drive us down. Can hardly book another train down if your on bloody strike can we.,,64611
64610,  Will this refund cover the return journey,64608,64619
64619,"  Yes, if you decide not to travel on the effected dates due to the strike a refund can be issued. ^BT","6,461,064,620",64621
64621, can I get a refund if the strike goes ahead on the 22nd December?  I have a return for the 24th,64619,
64622,"  We will still run services on this date Janet, however it will be a reduced service. Please follow this link for more information https://t.co/FdIeOO9P0q. ^BT",64623,64624
64623,  the link tells me nothing! it only says from London end and not Manchester end. Why you still selling tickets for the 15th online when you aren't going to be running a full service it will end in chaos! I have booked my seats and you will garuantee someone will be sat in them.,64625,64622
64625,"  We don't have any more information at the moment, unfortunately. Once we do, we will advise customers. Sorry for the inconvenience Janet. ^BT",64626,64623
64626,  Think its more than an inconvenience! But I am sure if you don't like your working conditions and you leave I am sure someone else who would love  a job would take your places. Thanks.,,64625
64624,  Thanks for the strike.  You have just cost me nearly £800 in hotel fees we cant get back. We have saved up all year  for a xmas trip to London on 15th dec out of our hardearned dosh.  But you don't really give a toss do you.  If I was Branson I would sack the bleeing lot of you!!,64622,64627
64627," announces strike action on  in fight over pay justice
https://t.co/tgkKWW4N0X https://t.co/DjgwJlP83n","646,246,462,864,629,000,000,000,000,000,000,000,000,000,000",
64636, Thank you! ^LC,,64637
64637," His name is David - he works regularly on Platform 2, I see him most mornings. He really does deserve some recognition 😊",64636,64638
64638," Thanks for the great feedback, Jess. Did you catch his name at all? ^LC",64637,64639
64639,The nicest man ever works on platform 2 at Preston Station - he knew I'd been sat here in the freezing cold since 7am and he is always so friendly and helpful 💗💗 ,64638,
64640, We'll pass this feedback on for you! ^LC,,64641
64641," 06.30 Glasgow to London, from the shop. Not complaining, merely an observation. It’s that cold today up here I was glad of the heat 😂","6,464,064,642",64643
64643, Which service were you on? Was this in First Class or the shop? ^LC,64641,64644
64644, you do know that in order for food to be safe to eat it only needs to legally be heated to above 82 degrees in Scotland. Just wondering why your bacon rolls are served at the same temperature as the core of a nuclear reactor #burnt tongue 😂,64643,
64645," Sorry to hear this today Joel, which service are you on? ^BT",64646,64647
64646, Birmingham international to London Euston 8.05,64648,64645
64648," Sorry you weren't able to sit in your reserved seat today. If you wish to make a formal complaint regarding this, you can do so here https://t.co/t20UbyOCSn ^BT",,64646
64647, now telling me they want me off their train all because I’m complaining.,64645,
64649,"  We are making every effort to run as many services as possible. If you decide not to travel due to strike action, a full refund will be issued. You can find more information here, https://t.co/FdIeOO9P0q. ^BT",64650,64651
64650,"  Thanks but it isn't me deciding not to travel. It will be decided on my behalf, depending on whether the strikes go ahead. Can't you just sort it out so I can see my family at Christmas? I am sure it's not just my Christmas you'll be ruining either.",,64649
64651,  what can you tell me about the Christmas strikes? I’m due to travel London to Scotland on 22nd December and already stressing I won’t get to see my mum and other family for Christmas. 😔,64649,
64652,   Great to hear you enjoyed travelling with us! We look forward to seeing you again soon. ^BT,,64653
64653,"Had a lovely week travelling on  and  with no delays. First  train I attempt, it’s cancelled. It’s -3, a lot of angry people.",64652,
64620,   I was told I wasn’t eligible for a refund unless the train I booked on doesn’t run bc of strike. Not willing to leave things to chance over Xmas I had no choice but to pay to transfer to another day. Obviously more expensive as original ticket booked in September.,,64619
64654," If you speak with onboard staff they may be able to arrange this, unfortunately it's out of our control. ^BT",,64655
64655," Fingers crossed, struggling here! Complimentary brew wouldn't go a miss to warm the cockles! ☕️",64654,64656
64656," So sorry for this today, hopefully it warms up onboard! ^BT",64655,64657
64657,"Frozen on  to London Euston 😢 heating is broken, can't feel my feet! ❄️","6,465,664,658",
64642,"  It’s freezing out there. Let’s not forget those that need us the most
Please retweet ❤️🎧

https://t.co/hyuTRP7dZC https://t.co/8rUgni4a1S",,64641
64659," Sorry for the delay Kevin, this was due to a fault with the signalling system. Do you have the VT reference number for the delay repay that you can DM us please? ^BT",,64660
64660, I've also got a delay repay case that's now over 30 days old too....,64659,64661
64661," Sorry to hear Kevin, which service are you travelling on today? ^BT","6,466,064,662",64663
64663, Yet again train delays and people sitting in reserved seats. Scrap the reservation system it's a disappointment and a waste of time.,64661,
64664," This service may be diverted and therefore slightly delayed into Euston. Apologies for the inconvenience, Ben ^LC",64665,64666
64665," No worries, it’s not your fault. Slight delays aren’t an issue fortunately. Is it likely to affect my return journey this evening (17:20)?",64667,64664
64667," We're hoping everything is resolved by then, Ben ^LC",,64665
64666, on the 7:15 Manchester to London. Just seen about signalling issues. Will delays affect this train?,64664,
64668," Apologies for the inconvenience, Amanda ^LC",64669,64670
64669, It happens- but always on a really cold day haha ❄❄. so glad the slow train came in 10 mins early so I could get warm. #toastietoes,,64668
64670,Great start!!!! 8.02  to mcr cancelled. But now sat on a warm northern rail. #nofrostbitehere,64668,
64671," This service looks to be running 19 late. We don't have an expected arrival time at the moment, Andy ^LC",,64672
64672, do you have revised arrival time at rugby for the delayed 735 chester to Euston,64671,
64673," Hello , check shows that there was no N10 deduction seen on your line after the deactivation was done. Thank you. ^ANopo",,64674
64674, U Said U Have Deactivated The Service But Still Deducted N10 From My Account. Why?,64673,64675
64675," Hello , please be informed that the requested service has been deactivated. All inconveniences regretted. Thank you. ^ANopo","6,467,464,676",64677
64677, pls check this number 07016522135 deactivate any subs and stop deducting N10 every day.,64675,
64678," Hello , apologies on your experience. Kindly share the issues along with the affected phone number via DM for assistance. Thank you.^Kash",,64679
64679, hello i have an issue with my data bundle,64678,
64680," Hello , kindly dial ##002# to cancel voice mail service. Thank you. ^Kash.",,64681
64681, Still waiting for your response. https://t.co/bph4HzPRv3,64680,
64682," Hello , thank you for contacting Airtel. ^Kash.",,64683
64683,"  Okay dear 
Have you tried calling their customer care line?","6,468,264,684",64685
64685," Don't worry, I'll keep my promise. Instead help me disturb mutanen nan  su ba ni credit na. Na gaji walahi","6,468,364,686",64687
64687," Okay. I'll keep disturbing you fa. Lol. 
Thank you 😘
Kisses to Jotham",64685,64688
64688, Wayo Allah🙆🙆! I'll personally deliver them this Christmas. Kar ki damu,64687,64689
64689,"Ehen sef,  , Ina Panam Percy Paul na?😒😒😒",64688,
64690," Hello , thank you. ^ED",,64691
64691, You strong,64690,64692
64692," Hello , we've got you covered. ^ED","6,469,364,691",64694
64694,After 3weeks plus of disturbing  finally did it.. I wish I could do a thread but sorry I won't cos the story will be 2long,64692,
64695," Hello , thank you for contacting Airtel. ^Kash.",,64696
64696,"  Please who will pick this call, God?
All these to speak operator Please what happened to just pressing 0?",64695,64697
64697,"  Hello , kindly call 111 and press 1 and then option 3, thereafter press option 6 to speak with an agent. However, please note that we can also assist you with your request on this platform. Thank you. ^AT.",64696,64698
64698," , how can one speak to a customer service consultant now that your 111 and 121 does not provide the option?","6,469,964,697",
64700," Hello , all inconveniences regretted.Thank you. ^Kash.",,64701
64701,"  they helped u to send the text, so don't be angry. Lool","6,470,064,702",64703
64703,  That 200 pain me gan. I wanted to send goodnight text that's y I bought the credit,"6,470,164,704",64705
64705,  please switch to starcoms..lol,"6,470,664,703",64707
64707, I don't understand Airtel at all these days poor internet service and to make matters worst recharge N200 to make a call and all I could get was a message that I subscribed for social plan and my 200 gone. When did I subscribe? You better do something about it,"6,470,564,708",
64706, Hello all inconveniences regretted.Thank you. ^Kash.,,64705
64709," Hello , all inconveniences regretted.Thank you. ^Kash.",,64710
64710,  that's wot we get in Nigeria,64709,64702
64702,"  Werey people, they haven't even replied sef Since yesterday. Even to reach customer care is a problem. They want me to load another card so they can zap it. Well done Airtel","647,116,471,064,712",64701
64713," Hello , thank you for this tweet. ^RO.",,64714
64714, I ve been to you office in uyo to do a welcome back up till now ve not been activated after paying 1000naira since 20th of November,"647,136,471,564,716",
64717," Hello , check on the mobile number provided shows that part of the data has been used. Hence, data cannot be reversed. Thank you. ^TA",,64718
64718, Kindly assist to reverse wrongly activated data to airtime. Social data. Affected line:0808 358 3040,"6,471,764,719",
64720," Hello , check on the mobile number provided shows that part of the data has been used. Hence, data cannot be reversed. Thank you. ^TA",,64719
64719," Reminder!!!  It was and auto renewal that I never wanted. Pls, return my #300",64720,64718
64721," Hello , please assist with the stated issue. Thank you. ^ANopo",,64722
64722," there is no Airtel 4g coverage at the area of naktideul,dist- sambalpur,Odisha ,pin-768118 a big commercial area so please give attention",64721,
64723," Hello , kindly provide an alternate mobile number we can reach you on via DM or state when you will be available for prompt assistance. Thank you. ^FA","6,472,464,725",64726
64724," Why should I do that, the second phone no I have I have used it to call the customer care till the same thing, why did you remove 9 from the calling? what is DM?, I'm not happy with the way you are treating me.",64727,64723
64727," Hello ,  As discussed",,64724
64725," I'm not happy with the way you are treating me, I want to speak with the customer care agent, where is my 1.5gig?",64728,64723
64728," Hello , kindly call 111 and press 1 and then option 3, thereafter press option 6 to speak with an agent. However, please note that we can also assist you with your request on this platform. Thank you. ^TOwo",,64725
64726," You have come again, you spoke with me on Tuesday morning &amp; that same day my data plan of 1.5gig that will end on 19/12/17 disappeared, my phone no 08025718573 &amp;i want to speak with your agent verbally.",64723,
64729," Hi James, we're sorry to hear you feel this way. We'll be sure to pass your feedback on. Thanks.",,64730
64730, is it me or have you taken the flavour out of your previously excellent Wine Gums?,64729,
64731," We're sorry to hear this, Serena. Please could you send us a direct message about this so our customer services team can discuss this with you further? Thanks.",,64732
64732," a bit of customer service would be nice! Just plugged in our brand new slow cooker, fuse was gone so we replaced it and it blew up and tripped the electricity in the whole house!!! NOT A FUN NIGHT WITH THE KIDS",64731,
64733,"  That looks delicious, Portia!",,64734
64734,"This will be worth the stomach cramps 
Non-dairy butter 
Gluten free tiger loaf () 
Tomatoes
Eggs
Bacon
Beans ( - the only beans I'll eat now!) 
👌 https://t.co/7Gr4VkPSWL",64733,
64735," Thank you for your suggestion, Wendy. We will pass your thoughts on to our property team. In the meantime, please use the Store Locator on our website to find your nearest store; this can be found at https://t.co/Ve8EnP5SvZ.",64736,64737
64736, Thank you so much!!! I really appreciate your response,,64735
64737,  Please please please please please consider Milton for your next store. These people can’t afford cars or taxis and a lot of them can’t walk far so they’re spending double what they should in small shops just to buy potatoes. You can help and make a profit just by choosing Milton,64735,64738
64738,"Lovely, brilliant  and  - thank you for making life so much more affordable for us all. Now. This is important. There’s a place called Milton in Glasgow. Right at the the north. It’s heavily populated with families and older people.","6,473,764,739",
64740,"      We're glad you love it, Erik!",,64741
64741,"Happy that  found a bottle of this 26yo Irish Single Malt Whiskey from . For £40 imo it is fantastic value for money.   
  https://t.co/zgNE6d0hgT","64,740,647,426,474,300,000",
64745," Hi, Lauren. Sounds like we could learn a bit more. Please send us a DM with your confirmation number and we'll follow up with clarification. ^EC https://t.co/mQmfkXW4oV",64746,64747
64746, PM sent,,64745
64747, I just got an email my flight reservation was cancelled but I did not cancel it. Please help!,64745,
64748," Sorry for the disruption to your journey, Stopping at Raynes Park would not alleviate the issues we are experiencing and would instead further delay trains because it is on the mainline. ^MB",64749,64750
64749,"  Everyday you lot, every bloody day. What are the plans to rectify this?",,64748
64750, running another Epsom train fast! Don’t make us suffer because you can’t stick to your timetable. Also - if you are going to do it STOP AT RAYNES PARK where there are more connections. #SouthWesternRailway #southwestpains #trainfail,64748,
64751,"        Hi, longer trains will be in service when the timetable changes on 10th December. ^MB",64752,64753
64752,        I’ll be waiting on the platform and I bet it’ll be an 8 coach train lol and that I’m proved wrong😃,64754,64751
64754,         Did you see this? They say all trains were cleaned!! Blatant lie - truly disgusting https://t.co/NxcsY8EuGM,64755,64752
64755,         I read whilst on a SWR train and had a chuckle for obvious reasons! (A sticky floor!),64756,64754
64756,         I find it incredible that they can lie like that.,,64755
64753,        When do we get 10 coach trains? Tomorrow I think as it’s 1st December?! When do we get new trains on the Chessington line???? Dirty grubby passengers throwing litter etc - shame on you! SWR have tried to be fair so it’s down to you!,"6,475,164,757",64758
64758,"The  #100daydeepclean is over! How are things this morning folks?

     ","6,475,364,759",
64760," Hi Lucy, yes this train is booked to run as scheduled. ^MB",,64761
64761, is the 08:59 running from bracknell to London Waterloo?,64760,
64762,"  Hi James, this train is cancelled due to an earlier track defect near Reading. Sorry for the disruption tom your journey. ^MB",,64763
64763, Why is the 08:31 VIR-RDG cancelled? Good thing I checked and was able to make the 08:01 otherwise I’d have missed connecting  train.,64762,
64764," Hi Nick, this train is currently on time and is formed correctly. ^MB","647,656,476,664,767",64768
64765," I get less sleep and spend less time with my wife than I used to because your inability to run a service means I've had to take earlier trains in the morning, and I get home later at night because of your delays. Why do you hate passengers so much?",64769,64764
64769," I note that you haven't even bothered to acknowledge this. Just keep taking my money and messing up my life, then",,64765
64766," It's not on time anymore though, is it? Still ages outside Waterloo. Constantly late. You are a disgrace",,64764
